id,y_tox,y_sev_tox,y_obs,y_threat,y_insult,y_hate
a711cb9f1343afca,1,0,1,0,1,0
a7120e1cdd17d41c,0,0,0,0,0,0
a7126ac478bbd55a,1,0,1,0,1,0
a7128817f38b531b,0,0,0,0,0,0
a712a97bb4ea906e,1,0,0,0,0,0
a712e227544d04d3,1,1,1,1,1,1
a7134711f32e5b94,0,0,0,0,0,0
a713885695935021,0,0,0,0,0,0
a713e173c7f00e2e,0,0,0,0,0,0
a71400da11a67ec7,1,0,0,0,0,0
a714e854e942b724,0,0,0,0,0,0
a7151e594ff8992a,1,0,0,0,0,0
a71530ae5f324ea0,1,0,1,0,1,0
a715a296e4fa8a5a,1,0,1,0,1,0
a715a45c5d34464a,0,0,0,0,0,0
a71619e8c4d382be,0,0,0,0,0,0
a71656e71f1e16c2,0,0,0,0,0,0
a7166ba06a593c34,0,0,0,0,0,0
a7168b1bdf6a1b80,1,1,1,1,1,1
a7168e286bc1c050,0,0,0,0,0,0
a717b176617d3305,1,0,0,0,0,0
a7186839244cca5a,1,1,1,1,1,1
a7187aa5cb497d05,1,0,1,1,1,1
a7191f57d0c37e3d,0,0,0,0,0,0
a719fa47ae51dacc,0,0,1,0,0,0
a71adb470e1a74f2,1,0,0,0,0,0
a71aeb99dff24416,0,0,0,0,0,0
a71b2a24c0c4781a,1,0,0,0,0,0
a71b65ad2509d692,0,0,0,0,0,0
a71ba25d31a9ff7c,1,0,0,0,0,0
a71bc56456c1c12f,1,0,1,0,1,0
a71be5bc10a5566a,0,0,0,0,0,0
a71d88e15f2c35f7,0,0,0,0,0,0
a71d935091169328,1,1,1,1,1,1
a71dcecc57699835,1,0,1,0,1,0
a71eb910ca108a1f,1,0,1,0,1,0
a71ef02c4cf882a5,0,0,0,0,0,0
a71f5a1687bd2850,0,0,0,0,0,0
a71f5b0cf4c038e3,1,0,0,0,0,0
a71f63396a0be033,1,0,0,0,0,0
a71f815dea78e11f,0,0,0,0,0,0
a71fba73da3da32f,0,0,0,0,0,0
a7200022eed9eedf,0,0,0,0,0,0
a720d6dcc3c97549,1,0,1,0,0,0
a720e9adb410f889,1,0,1,0,1,0
a72112e65a8257c9,1,0,1,0,1,0
a7219f53925b902e,1,0,1,0,1,1
a722324eeb664cd5,1,0,1,0,0,0
a722365ddf4c2f6c,0,0,0,0,0,0
a7223d5eaa4e1e77,0,0,0,0,0,0
a722dc8c96b8951d,1,1,1,1,1,1
a7236bacff846274,0,0,0,0,0,0
a724eb51c40b778b,1,0,1,0,1,0
a7257515bb1d25fb,0,0,0,0,0,0
a7260af1b9ffa500,1,0,1,0,1,0
a72647a38bfead15,1,0,1,0,1,0
a72663cbf30ee746,1,1,1,1,1,1
a726c46d8edb1c80,1,0,1,0,1,0
a726d09ceeacc2d2,0,0,0,0,0,0
a726f1d68f818f22,0,0,0,0,0,0
a728384169574a8a,0,0,0,0,0,0
a7286155c2cbb8b2,0,0,0,0,0,0
a729c6f32b94951b,1,0,1,0,1,0
a72babd8fe335b45,0,0,0,0,0,0
a72d7cbbbc08eb2d,1,0,0,0,0,0
a72d861670d3886a,1,1,1,1,1,1
a72dabcec20374fb,1,0,1,0,0,0
a72ddde24f287db7,1,0,0,0,0,0
a72e34bae3f4e3e4,1,0,1,0,1,0
a72ebdc943b734c7,0,0,0,0,0,0
a72ec2a9e604e420,1,0,1,0,0,0
a72edcaadea34571,1,0,1,0,1,1
a72ff87feb7fd4bf,1,0,1,0,1,0
a7308257b8730656,0,0,0,0,0,0
a730a3e19438279d,0,0,0,0,0,0
a730cdbf24975cc4,1,0,0,0,0,0
a73254b0f1eb64d7,0,0,0,0,0,0
a7325ce70e10726a,0,0,0,0,0,0
a732992bac4eb1a8,0,0,0,0,0,0
a7329a3e60dcb31a,0,0,0,0,0,0
a732aaeec50d8a44,0,0,0,0,0,0
a7331efe147e7827,1,1,1,1,1,1
a7339033f5a8e0ea,0,0,0,0,0,0
a734148e922b385e,0,0,0,0,0,0
a7343c849da5c0ae,1,0,1,0,1,0
a734654909d285d2,0,0,0,0,0,0
a735f6b59ea50f7d,1,0,1,0,1,0
a7364ac200f27f53,1,1,1,1,1,1
a7364e1e377d063e,0,0,0,0,0,0
a73664cdc256ed0a,1,0,1,0,1,1
a73698fee9a7af46,0,0,0,0,0,0
a737814ecb665509,0,0,0,0,0,0
a73785753c2be956,0,0,0,0,0,0
a737e10e1362d42c,0,0,0,0,0,0
a737e6cec7cedda5,0,0,0,0,0,0
a7388a2876fad35b,0,0,0,0,0,0
a7389db6904fdac0,0,0,0,0,0,0
a7397da9a98b8edc,1,1,1,0,1,1
a739996a6aa77798,1,0,1,0,1,0
a739b8cfef76cfdb,0,0,0,0,0,0
a73ad99f1852bd79,0,0,0,0,0,0
a73b19b494265a01,0,0,0,0,0,0
a73b75d2dad47029,1,0,1,0,0,0
a73bd7e3e882100d,1,0,0,0,0,0
a73c1d6e42dd7ccf,1,0,0,0,0,0
a73cc7f16f2109bc,1,0,0,0,0,0
a73cd1477b1e921d,1,0,1,0,1,0
a73da72b6f7acf4e,1,0,1,0,1,0
a73dc5e9fec6680c,0,0,0,0,0,0
a73e1ef143ebd1ee,0,0,0,0,0,0
a73f259a2c783bfd,0,0,0,0,0,0
a73f3da44bf609c3,1,0,0,0,0,0
a73f756ff907f464,1,0,1,0,1,0
a73f869caffc5330,0,0,0,0,0,0
a73f8d1a6704612b,0,0,0,0,0,0
a74034a52ea2dfe6,1,0,1,0,0,0
a740f7d63210a6dc,0,0,0,0,0,0
a7418db5f1ce6621,0,0,0,0,0,0
a741d0541210361c,1,0,1,0,1,0
a742119f6fb19ee7,1,0,0,0,0,0
a742864a25156e80,1,0,1,0,1,0
a7429e7e51f2c6fd,1,0,1,0,1,1
a742c65d2be5268d,0,0,0,0,0,0
a74319cc57061edd,0,0,0,0,0,0
a7432b5eb9bd2528,0,0,1,0,0,0
a743c2253ba9c87c,0,0,0,0,0,0
a7445cf9018d7edc,1,0,0,0,0,0
a744d3ddd6926ab6,1,0,1,0,1,0
a745b893b7f1e992,0,0,0,0,0,0
a745cc50d86980c7,0,0,0,0,0,0
a746d85092a5b7eb,1,1,1,1,1,1
a7472c403c41a996,1,1,1,1,1,1
a7474914a5a401d6,0,0,0,0,0,0
a747b20bc100e837,1,1,1,1,1,1
a7481e43511369ba,0,0,0,0,0,0
a7484f418471ed2a,0,0,0,0,0,0
a74a20a5b9d6cc4a,1,0,0,0,0,0
a74a32b08e0c07d9,0,0,0,0,0,0
a74a769b29f7a6d3,1,1,1,0,1,1
a74abded5e9e19a2,1,0,1,0,1,0
a74adde4c2fcab69,1,0,0,0,1,0
a74b5d4b32222350,0,0,0,0,0,0
a74bdd665c9c896f,0,0,0,0,0,0
a74c362ef2259023,0,0,0,0,0,0
a74d590a06708bab,1,0,1,0,1,0
a74d69d0f9faeef0,1,0,1,0,1,0
a74d8b3401ffe6a5,1,0,1,0,1,0
a74f0f24531d691f,1,0,0,0,0,0
a74f91c2c851a6b9,0,0,0,0,0,0
a7502cce512e83b0,0,0,0,0,0,0
a7510501bf66073f,0,0,0,0,0,0
a7510610aa2c719c,1,0,0,0,0,0
a75177dc72a67ef0,1,1,1,1,1,1
a752f55c90ee899a,1,0,1,0,1,1
a75338e46721e3e6,1,0,1,0,1,0
a753513b4796f333,1,0,0,0,0,0
a75456d6662f0245,1,0,1,0,1,0
a754e9c8da39c21d,0,0,0,0,0,0
a7555294acf235ed,0,0,0,0,0,0
a7562bc4a9ee34ff,0,0,0,0,0,0
a75692095d7e94c6,0,0,0,0,0,0
a7584455e256263b,0,0,0,0,0,0
a75856860a82a94b,0,0,0,0,0,0
a75889188dc99745,0,0,0,0,0,0
a758db2ec53cfa38,0,0,0,0,0,0
a758e4fbade15b3f,0,0,0,0,0,0
a75973dff79aa9bf,0,0,0,0,0,0
a75ae5b2b5166e6e,0,0,0,0,0,0
a75b2ed9aa5c31a8,0,0,0,0,0,0
a75baf5e36f5ad0a,1,0,1,1,1,1
a75bbbb5ecbebcec,0,0,0,0,0,0
a75c14e7517b922c,1,1,1,0,1,0
a75ca20cd7f0d858,0,0,0,0,0,0
a75ca715b83c9368,1,0,0,0,1,0
a75e0e56195452cb,0,0,0,0,0,0
a75e4dcb08129f1a,1,0,0,0,0,0
a75e7c94f4dbc206,0,0,0,0,0,0
a75e9409066b7642,0,0,0,0,0,0
a75f6a57afb9c850,0,0,0,0,0,0
a75fcb7a5279fec9,0,0,0,0,0,0
a75fd201ab011c00,1,1,1,1,1,1
a7600747f1fbd2ef,0,0,0,0,0,0
a7602163251579d2,1,1,1,0,1,1
a76107a47d16f5ca,1,1,1,1,1,1
a76125e70945477b,1,0,0,0,0,0
a7615041d806335e,1,1,1,1,1,1
a763f6263a9067cf,0,0,0,0,0,0
a76419621cbdf715,0,0,0,0,0,0
a7641eac841e4718,1,0,0,0,0,0
a76435048e7a9b4f,0,0,0,0,0,0
a76511ef311bb5c8,1,1,1,1,1,1
a7652ec85662f2f6,0,0,0,0,0,0
a76542a2acd97bae,1,0,1,0,1,1
a76690737ac6c032,0,0,0,0,0,0
a766b78ac0ac532e,1,0,0,0,0,0
a7680dc9d7f1c1f9,0,0,0,0,0,0
a7685a2449e4bae1,1,1,1,1,1,1
a768f04b8a0a10a3,0,0,0,0,0,0
a76937a43a306bc7,1,0,1,0,0,0
a769e918c698e895,1,0,1,0,1,0
a769f9b84252da42,1,0,0,0,0,0
a76a29159ac943fe,0,0,0,0,0,0
a76acb0d6092981f,0,0,0,0,0,0
a76bd844beda1649,1,0,0,0,0,0
a76c6a9463fffb25,0,0,0,0,0,0
a76c856322d9f221,0,0,0,0,0,0
a76cc8be9704e296,1,0,1,0,1,1
a76ce9ca45f66f56,1,0,0,0,1,0
a76dab38426deb32,1,0,1,0,1,0
a76e3f065dfb1b2c,0,0,0,0,0,0
a76e92e825229e7b,0,0,0,0,0,0
a76f987e4efdb36c,0,0,0,0,0,0
a76feb60656206de,1,1,1,1,1,1
a7709b382876857d,0,0,0,0,0,0
a770b1930eb0a476,1,0,1,0,1,1
a770d17954d701f8,1,1,1,0,1,0
a7714fc46e370f3d,0,0,0,0,0,0
a7716a8fb2f7d596,1,0,1,0,1,0
a77181f790940c37,1,0,1,0,1,1
a771ff40d3ef6925,0,0,1,0,0,0
a77243cf0ddf1624,1,0,1,0,1,0
a7724b72127b636b,1,0,1,0,0,0
a772e5b50dfa901b,1,0,0,0,0,0
a772f154154bb9d9,0,0,0,0,0,0
a773518420283be3,0,0,0,0,0,0
a7739c1e5fdc6491,1,0,1,0,1,0
a773a4fb9bfe920b,0,0,1,0,1,0
a773aa8be99eb047,0,0,0,0,0,0
a773e24b97c28f5f,0,0,0,0,0,0
a7746a3162b2adf1,0,0,0,0,0,0
a7749936a892777d,0,0,0,0,0,0
a775278db2fa1330,0,0,0,0,0,0
a77543a1dd951cb1,1,0,1,0,1,0
a775a6e4c49f1f15,0,0,0,0,0,0
a775b461e82c4338,0,0,0,0,0,0
a775f35012d6c590,1,0,0,0,0,0
a776215d55e1d849,0,0,0,0,0,0
a77691f3e2c9e1f7,0,0,0,0,0,0
a776a2c5654f4524,1,0,1,0,1,0
a776a9a6b65ca61a,1,0,1,0,0,0
a77765a348d7c955,1,1,1,1,1,1
a7779734fc8be9e4,1,0,1,0,1,1
a7782a7849e38ea4,0,0,0,0,0,0
a77886c459dd2957,1,0,1,0,0,0
a779b3c2801e1895,1,0,0,0,0,0
a779b8ef0cd57dfb,1,0,1,0,1,0
a77a0d01f3d75725,0,0,0,0,0,0
a77a757dede377aa,1,0,1,0,0,0
a77a83971a72c597,1,1,1,0,1,0
a77a8827adf71654,1,0,0,0,0,0
a77ac90d17794c12,1,1,1,1,1,1
a77b2c333129653a,1,0,0,0,0,0
a77b8c9a0015089a,0,0,0,0,0,0
a77be1779387c97f,0,0,0,0,0,0
a77c0abb01c48c98,1,0,1,0,1,0
a77c6f48dd914ffa,1,1,1,1,1,1
a77c9086347abb07,0,0,0,0,0,0
a77cdb7ee408643a,0,0,0,0,0,0
a77cfd3878559bfc,0,0,0,0,0,0
a77dbefeb14bdcf5,1,1,1,0,1,1
a77dc55b2097985c,1,1,1,1,1,0
a77dffd512ef9ac6,0,0,0,0,0,0
a77eae263dbbb32e,0,0,0,0,0,0
a77eef8477784f75,1,0,1,0,0,0
a77f2701ec5b2fd7,0,0,0,0,0,0
a77f83e532336c39,0,0,0,0,0,0
a77f8b1577d31f02,1,0,1,0,1,0
a780133dd4fe863a,1,0,1,0,1,0
a780e98c87ad5cc4,0,0,0,0,0,0
a7813104b1e1a459,0,0,0,0,0,0
a781d8d0434a4093,1,0,0,0,0,0
a782cb1457ff4fc8,0,0,0,0,0,0
a7837452a5b6a13d,0,0,0,0,0,0
a783a80084afaedd,0,0,0,0,0,0
a784c18713ead5c3,1,0,1,0,1,0
a784f3107ef1ef50,1,0,1,0,1,1
a7858e6ed3ebda7c,1,0,0,0,0,0
a7859f1804fb780a,0,0,0,0,0,0
a785e75f6b135d75,1,0,1,0,1,0
a7885a9080b75dde,1,0,1,0,0,0
a78873880d35a15c,0,0,0,0,0,0
a788b6d0b69428cb,1,1,1,0,1,1
a789f1216723ee58,1,1,1,1,1,1
a78a6aa61b8c3f9d,0,0,0,0,0,0
a78b42e750179210,1,0,1,0,1,1
a78bac6a893bc214,1,0,0,0,0,0
a78bd5440e34baa5,1,0,1,0,1,0
a78c8e5715195cf9,1,0,0,0,1,0
a78d724031a56ffd,1,0,1,0,0,0
a78dbdaacc93f4c2,0,0,0,0,0,0
a78e4d5889c3b076,1,0,0,0,0,0
a78e8499ab4d587c,0,0,0,0,0,0
a7925041b4e30a65,1,1,1,0,1,0
a792949ac2764879,1,0,1,0,1,0
a792b7b3ef76820f,0,0,0,0,0,0
a792f59164541a2b,1,1,1,0,1,1
a79333923d95f47f,0,0,0,0,0,0
a79334e2ceef9606,0,0,0,0,0,0
a793f8d592fe7d8b,0,0,0,0,0,0
a794690e2e13799f,1,0,0,0,0,0
a7949fb2c31abba2,1,0,1,0,1,0
a7953603b7b871d8,1,0,1,0,1,0
a795d06179b0ba1a,1,0,1,0,0,0
a795e011efcbee60,1,1,1,1,1,1
a795ec9a0976b898,0,0,0,0,0,0
a796557f10e9cc6a,1,0,1,0,1,0
a7967cba3a5fbeef,0,0,0,0,0,0
a7968bc451cd600d,1,1,1,1,1,1
a7969101a61bc9df,0,0,0,0,0,0
a79698458909e0b1,1,0,0,0,0,0
a796dc7d6df4809e,0,0,0,0,1,0
a796ff41f7eeebdb,0,0,0,0,0,0
a79732111337730f,0,0,0,0,0,0
a797f85c37a220fb,0,0,0,0,0,0
a7982b9bc1038977,0,0,0,0,0,0
a7995b5913028666,0,0,0,0,0,0
a799f7bdd20604a9,1,0,0,0,0,0
a79a13536704189d,0,0,0,0,0,0
a79a1b8df59910e9,0,0,0,0,0,0
a79a7027fd792cdd,1,1,1,1,1,1
a79a70a903bc79d5,0,0,0,0,0,0
a79a810a5eb926b2,0,0,0,0,0,0
a79aeb0639652a7c,1,0,0,0,0,0
a79c304cca9b257e,1,0,1,0,1,1
a79ca5c69f52753a,0,0,0,0,0,0
a79cd1f98f74456b,1,0,1,0,1,1
a79dd030b629fe3d,1,0,1,0,1,1
a79ddf370899cc99,0,0,0,0,0,0
a79e4ca92bc5c299,1,0,0,0,0,0
a79e557a2d865671,0,0,0,0,0,0
a79fb982a3169ea9,0,0,0,0,0,0
a7a03a536112704d,1,0,1,0,1,0
a7a05e930fe172f1,0,0,0,0,0,0
a7a0e1b3b7846916,1,0,0,0,0,0
a7a0eae36ba2bc47,0,0,0,0,0,0
a7a1329324518f46,0,0,0,0,0,0
a7a17815f5f8db09,1,0,0,0,0,0
a7a1aebd48a2e241,1,0,0,0,0,0
a7a1b317d8cf0240,0,0,0,0,0,0
a7a1d9af49168f06,1,1,1,1,1,1
a7a24244d7f7d552,1,0,1,0,1,0
a7a2c19a12ba233a,1,1,1,1,1,1
a7a430ce8e482845,1,0,0,0,0,0
a7a505991cf49130,0,0,0,0,0,0
a7a5133015cdc241,1,0,1,0,1,0
a7a592b7b6e09a59,1,0,1,0,1,0
a7a6602365ddd682,1,0,1,0,1,0
a7a68c7d933457eb,1,1,1,1,1,1
a7a68f764482593a,0,0,0,0,0,0
a7a712df3c0cd252,0,0,0,0,0,0
a7a7fa27707208f9,1,1,1,1,1,1
a7a810511ab481e3,1,0,1,0,1,0
a7a843436d44509c,1,0,1,0,1,0
a7a87506a205c379,1,1,1,0,1,1
a7aa4802d9c964ed,0,0,0,0,0,0
a7aa964ab4bf40f7,0,0,0,0,0,0
a7aaa86096b9b138,0,0,0,0,0,0
a7ab2b98e78a3a1f,0,0,0,0,0,0
a7ab38f392155f8b,1,0,1,0,1,1
a7ab72a91ff59c2c,1,0,0,0,0,0
a7abe986687a2390,1,0,1,0,1,0
a7ac5acc38e0fe59,1,1,1,1,1,1
a7acd08bbe0dc142,1,0,0,0,0,0
a7ad00822b894fb3,1,0,1,0,1,0
a7ad8165ca66aad3,0,0,0,0,0,0
a7ad9c3e1eebe919,0,0,0,0,0,0
a7ae56033439e5f4,0,0,0,0,0,0
a7ae833dc4441d55,0,0,0,0,0,0
a7aebf7a6694c423,1,0,0,0,0,0
a7aed5a086f51263,0,0,0,0,0,0
a7af664176f325d9,0,0,0,0,0,0
a7af73ba7f0936a0,0,0,0,0,0,0
a7b0117fdc1fa3ae,1,0,1,0,1,1
a7b06da2ce3bb550,0,0,0,0,0,0
a7b12d10fc2a5ef4,0,0,0,0,0,0
a7b1c9a4f2cbb9ef,1,0,1,0,1,1
a7b2591e8bc0b9af,0,0,0,0,0,0
a7b25d37923ee77d,1,0,1,0,1,0
a7b2daecce65501d,0,0,0,0,0,0
a7b2f8b1bc76d0df,0,0,0,0,0,0
a7b365b5f192fc2a,1,1,1,1,1,1
a7b36f66a1f3cbd6,0,0,0,0,0,0
a7b41423a6cdf547,0,0,0,0,0,0
a7b45468b51f55e7,0,0,0,0,0,0
a7b46d5e9c7d2fb7,0,0,0,0,0,0
a7b51e66f215d6ea,1,0,1,0,1,0
a7b5ce6c89b7ccda,0,0,0,0,0,0
a7b612c7a87b8a44,1,0,1,0,1,0
a7b6e6a7e69483a7,0,0,0,0,0,0
a7b6f25e66915ce3,0,0,0,0,0,0
a7b7adab53aeb5f0,0,0,0,0,0,0
a7b82a685cb22806,0,0,0,0,0,0
a7b8d53e3d811774,1,0,1,0,1,0
a7b8e81b6d71b9b0,1,0,1,0,0,0
a7b9dff0b3fac5b2,1,0,0,0,0,0
a7ba0ebe6ff1bf4b,0,0,0,0,0,0
a7ba2abda9b5c0d7,0,0,1,0,1,0
a7ba720762828299,0,0,0,0,0,0
a7baae9ff4e4e061,1,0,1,0,1,0
a7bac255dbee7985,0,0,0,0,0,0
a7bb4ae19a249409,1,0,1,0,1,0
a7bbfdcaa3953731,1,1,1,0,1,1
a7bc17b530d54163,1,0,1,0,0,0
a7bc22b548af1947,1,1,1,0,1,1
a7bc70019b04f85d,1,0,1,0,1,0
a7bc7e408de4781f,0,0,0,0,0,0
a7bdc76b1adc0466,1,0,1,0,1,0
a7befacd46069074,1,0,0,0,0,0
a7bf7c49d722902b,0,0,0,0,0,0
a7c02f19baaa66c3,0,0,0,0,0,0
a7c061b818efd89c,0,0,0,0,0,0
a7c0658263402ffe,0,0,0,0,0,0
a7c0cd2d10fb9c8b,1,0,0,0,0,0
a7c0d3bbf2d54e06,0,0,0,0,0,0
a7c2f160f7a4680c,0,0,0,0,0,0
a7c30f81908f4ab3,1,0,0,0,1,0
a7c324d7672ff41f,0,0,0,0,0,0
a7c3b56309ef8fae,0,0,0,0,0,0
a7c3fcfac05cfd0d,0,0,0,0,0,0
a7c4fef87c740080,1,1,1,1,1,1
a7c537d99c9660ba,0,0,0,0,0,0
a7c5ca5ad2da65fd,0,0,0,0,0,0
a7c5fd73bbcf999a,0,0,0,0,0,0
a7c7001774266f5d,1,0,0,0,1,0
a7c70fb70ed415f9,1,0,1,0,1,0
a7c768bee8da7808,0,0,0,0,0,0
a7c7d52d99d86514,0,0,0,0,0,0
a7c811db8ad5e1c5,0,0,0,0,0,0
a7c86e782d04dea1,0,0,0,0,0,0
a7c9663f587a5767,0,0,0,0,0,0
a7c97a34d824ca21,1,1,1,1,1,0
a7cb01233b35978a,0,0,1,0,1,0
a7cb6e20fd4d62c3,1,0,1,0,1,1
a7cb89c8c2d0dbaa,0,0,0,0,0,0
a7ccede5f76fec3e,1,0,1,0,1,1
a7cd3db3b485d0d6,1,0,1,0,1,0
a7cd50b54bfbab3d,1,0,1,0,1,1
a7cd861d415b5821,1,0,1,1,1,0
a7cdf0b9277df575,0,0,0,0,0,0
a7ceac777de128d0,0,0,0,0,0,0
a7cfdfe05155e8c9,1,0,1,0,1,0
a7d0e209af1c69a8,0,0,0,0,0,0
a7d12cc863e451c8,1,0,0,0,0,0
a7d1560969fa4c3c,1,1,1,1,1,1
a7d193ac8c293b77,1,1,1,0,1,0
a7d23207031cbfd7,0,0,0,0,0,0
a7d2d93d9deaa120,0,0,0,0,0,0
a7d2f3d818cdff38,0,0,0,0,0,0
a7d3089fd6263aa4,1,0,1,0,1,0
a7d3ab362ac6fd3e,1,1,1,1,1,1
a7d48ad5f88e7ce6,1,0,1,0,1,1
a7d540ba6e155048,1,0,0,0,0,0
a7d5a3ef051b1e88,0,0,0,0,0,0
a7d5af0cfd598ac4,0,0,0,0,0,0
a7d5c155ac6e8f1d,0,0,0,0,0,0
a7d65332a466c7c2,0,0,0,0,0,0
a7d6797ac0898bdc,0,0,0,0,0,0
a7d6bd1c32308a1b,0,0,0,0,0,0
a7d6fc3ed727975a,0,0,0,0,0,0
a7d717603382becf,1,1,1,1,1,1
a7d73c6e0cb665dd,1,0,0,0,1,0
a7d7519f843e4cc5,0,0,0,0,0,0
a7d79ec9a4428499,0,0,0,0,1,0
a7d7d96ef92da2f2,0,0,0,0,0,0
a7d81419b7e8e0a9,0,0,0,0,0,0
a7d8a831f3211cff,0,0,0,0,0,0
