id,toxic,sever_toxic,obscene,threat,y_insult,indentity_hate
5327852f7e46d479,0,0,0,0,0,0
5327c99c21b702bd,0,0,0,0,0,0
53286b39f8f4853a,0,0,0,0,0,0
532917d254694108,0,0,0,0,0,0
5329ea50b7b4a278,1,0,0,0,0,0
532a269d19eba89b,0,0,0,0,0,0
532ad42d54b2a3f0,0,0,0,0,0,0
532b0bc589b99cb9,1,1,1,1,1,1
532b4f6e15ed89c7,0,0,0,0,0,0
532be0d56bc81959,0,0,0,0,0,0
532c1a79bdf3dd89,0,0,0,0,0,0
532d4172fb4864c3,0,0,0,0,0,0
532df8e11d57c676,0,0,0,0,0,0
532e4d0e94186d83,0,0,0,0,0,0
532e699593d1d00b,1,0,0,0,0,0
532e830768bebed0,0,0,0,0,0,0
532ea56f472f2352,1,0,1,0,0,0
532f503449ead1d2,1,0,1,0,0,0
532fbb20bf69480a,1,0,1,0,0,0
53310ef95cb17f0f,0,0,0,0,0,0
5331264d1859df60,1,0,0,0,0,0
53313777f9d7a1c7,0,0,0,0,0,0
5331bd7f81aaa4eb,1,0,0,0,0,0
53320dc5105df30d,1,1,1,0,1,1
5332515342d6b06b,0,0,0,0,0,0
5332fd08889f455f,0,0,0,0,0,0
5333e273a425cfc8,0,0,0,0,0,0
53341415e0a304b1,0,0,0,0,0,0
53346a660c2a7433,1,1,1,1,1,1
53348bcf5489bac9,0,0,0,0,0,0
533497a0fb52eaec,0,0,0,0,0,0
5334f2f5a64f1f94,1,0,0,0,1,0
53357c62a25fde24,0,0,0,0,0,0
53364adb306ee198,0,0,1,0,0,0
53366593f0e20f4a,1,1,1,0,1,1
5336eed986ed82b8,1,0,1,0,1,0
53374ed5647bfeb2,0,0,0,0,0,0
53383151a031b810,0,0,0,0,0,0
53386516ef64f798,0,0,0,0,0,0
53386ab34de633e6,0,0,0,0,0,0
53388883356e5fab,0,0,0,0,0,0
53388b9fe63d15b1,0,0,1,0,0,0
533a8ed17ba8fe14,0,0,0,0,0,0
533bb878fb8284f7,0,0,0,0,0,0
533be078a099341a,0,0,0,0,0,0
533c19bbc88c74c4,0,0,0,0,0,0
533c5caa52fae198,1,1,1,1,1,1
533c813a41a4609d,0,0,0,0,0,0
533c91412b2ba9fb,0,0,0,0,0,0
533c937152e443eb,0,0,0,0,0,0
533cc9d0ed442203,0,0,0,0,0,0
533d0447cba8a031,1,0,1,0,1,0
533d1dd4cec1c56b,1,0,1,0,0,0
533d7c09291be335,0,0,0,0,0,0
533dfaa2450ef193,1,0,1,0,0,0
533e469d10c08b0c,0,0,0,0,0,0
533e7780c391bf94,1,0,1,0,1,0
533f0a9ece6e3734,0,0,0,0,0,0
533f6368d0600968,1,1,1,0,1,1
533feb8d54b7bcf1,1,0,0,0,0,0
533febfd35989a2b,0,0,0,0,0,0
53404eb68afb10f3,0,0,0,0,0,0
53408b9f0e92616f,0,0,0,0,0,0
5340967cbbaf2f74,0,0,0,0,0,0
5340e6dbf123043e,1,0,1,0,0,0
53412fba2d87e4ea,1,1,1,1,1,1
534189e9154e5d49,1,0,1,0,1,0
53419e72f18b3a9e,0,0,0,0,0,0
5341a03b907e26d4,1,0,0,0,1,0
53421a2879139a56,0,0,0,0,0,0
534247d7b74df8ee,1,0,1,0,1,1
534255022289fe07,0,0,0,0,0,0
5342a7d659d05dc3,0,0,0,0,0,0
534382ffbcc946e8,0,0,0,0,0,0
534387357081d80b,0,0,0,0,0,0
5343d7613a01f1a1,0,0,0,0,0,0
53446cbd221ee095,0,0,0,0,0,0
5345bbb75abfd535,0,0,0,0,0,0
5345d208dd6a9158,0,0,0,0,0,0
5345fd5ebf7da663,1,0,1,0,1,1
5346c11925db92d8,0,0,0,0,0,0
5346da66e989dc27,0,0,0,0,0,0
5346df1de5487a76,0,0,0,0,0,0
53477fb1578a8422,0,0,0,0,0,0
53479c468e594b08,0,0,0,0,0,0
5347b2f992497c31,1,0,1,0,1,0
53480e3662901361,1,0,1,0,1,0
5348a4db4041fafa,0,0,0,0,0,0
5348c2b243d881aa,0,0,0,0,0,0
5349e0ceb525b3b6,0,0,0,0,0,0
534b881ab5910419,1,0,0,0,1,0
534cd6cb838e2019,1,0,1,0,1,0
534d6825bbd27bd0,0,0,0,0,0,0
534e0ef466fc046a,0,0,0,0,0,0
534e2f55f58e2f0e,1,0,1,0,1,1
534e79f6045c5041,1,0,1,1,1,1
534e88b79cba3d94,0,0,0,0,0,0
534eb6a2a6c83208,1,0,0,0,0,0
534f4fdcc192d2af,0,0,0,0,0,0
535011faa899580d,0,0,0,0,0,0
53508b1502541fa6,0,0,0,0,0,0
535094e3fb2144b1,1,0,0,0,0,0
5350ca75098be322,1,0,1,0,0,0
5350f0b203a0a95f,0,0,0,0,0,0
53521a1eebb275da,1,1,1,0,1,0
53538472761a8fd6,1,0,1,0,1,0
5353d2878f7e1d1d,1,1,1,1,1,1
535411ba5dd6a462,1,0,1,0,1,0
535417566b219dd5,0,0,0,0,0,0
53553bba31b48e84,0,0,0,0,0,0
5355652806882050,0,0,0,0,0,0
53560540abee3dfc,0,0,0,0,0,0
5356155cf3a053f4,0,0,0,0,0,0
53567b7d78bfdb13,1,0,1,0,1,0
5356e679816b4974,0,0,0,0,0,0
5357072ad29348c5,0,0,0,0,0,0
535770fccf2f5b14,1,1,1,1,1,1
5357ea8033b3c5b3,0,0,0,0,0,0
5358375ed2ab767e,0,0,0,0,0,0
53586b48a7dd93cc,0,0,0,0,0,0
53590b0c846d7544,0,0,0,0,0,0
535a54ab51cfa401,0,0,0,0,0,0
535ab171ac2b9c73,0,0,0,0,0,0
535ac9b51fb4a50d,0,0,0,0,0,0
535b1635539b04db,0,0,0,0,0,0
535b81ba914102c7,0,0,0,0,0,0
535bf8eb2dfd7b36,0,0,0,0,0,0
535cb5da4b6a09e0,1,1,1,1,1,1
535d15b2e209c053,1,0,1,0,1,0
535d46d894039bd5,1,0,0,0,0,0
535da27a653642c4,1,0,1,0,1,1
535de8df18ad56bf,0,0,0,0,0,0
535df0d2ff0dfe61,0,0,0,0,0,0
535e268dbc3a0d87,0,0,0,0,0,0
535e77f73a8b79e2,0,0,0,0,0,0
535e8d3fa92771f1,1,0,1,0,1,1
535ea280e3458cb9,1,1,1,1,1,1
535ee667dad06c50,0,0,0,0,0,0
535f10787c73a794,0,0,0,0,0,0
535f551c22022a2e,1,0,1,0,1,0
535f5fcf39e9058b,1,1,1,0,1,1
535f77a9ef2d6d6f,1,0,1,0,1,0
535f891129545d03,1,0,1,0,1,0
53607f130bbfac5b,1,0,1,0,1,0
53610679916fa528,0,0,0,0,0,0
5361225f6c28feac,1,1,1,0,1,1
53619508b3155b65,1,0,1,0,0,0
5361a0e1679d6918,1,0,0,0,0,0
5362a55789b47d82,0,0,0,0,0,0
536338d61914056c,1,0,1,0,1,1
53637a0a17cf8e5e,0,0,0,0,0,0
5363dc575292a359,1,0,0,0,0,0
536404160578ead8,0,0,0,0,0,0
536442c7f0ca6e35,0,0,0,0,0,0
53646046537b295a,0,0,0,0,0,0
5364a9998905763d,0,0,0,0,0,0
5364b9cb4d25c620,0,0,0,0,0,0
5364c4966dcc37b6,0,0,0,0,0,0
536551bad39b49b5,0,0,0,0,0,0
5365a2d8f1995fc8,0,0,0,0,0,0
53663977312dce93,0,0,0,0,0,0
53670cb318c631cd,0,0,0,0,0,0
5367da78ada5acff,0,0,0,0,0,0
536958d13f208871,1,0,1,0,1,0
536a2bfaee81d650,1,0,0,0,0,0
536b2ff538aebbc7,0,0,0,0,0,0
536b315e60501093,1,0,1,0,1,0
536b8fd1791a4e9c,1,0,1,0,1,0
536c25c849395c95,1,0,1,0,1,0
536c63af65b98bab,0,0,0,0,0,0
536cdc32252c7096,0,0,0,0,0,0
536ce67e5889f19a,0,0,0,0,0,0
536cf9582bb319f2,0,0,0,0,0,0
536d6723fadf23c5,1,0,1,0,1,0
536eb7240ea5e457,0,0,0,0,0,0
536ec9935643397d,1,0,1,0,1,1
536efbd3d2d7eca3,0,0,0,0,0,0
536fa022e266d75e,0,0,0,0,0,0
536fa5cf1e22272a,1,0,0,0,0,0
536fe6ad6ed0663d,0,0,0,0,0,0
53704d7368027a32,0,0,0,0,0,0
5370857551eb55e2,0,0,0,0,0,0
53712b29f7092878,1,0,1,0,1,0
537168e8073b8a1d,1,0,1,0,1,0
5371cea82351ef05,0,0,0,0,0,0
53723339b6d39a9a,0,0,0,0,0,0
53724798a5edc498,0,0,0,0,0,0
537284ee35c76b72,1,0,0,0,0,0
5372d535d61948c2,1,0,1,0,1,0
53732b54b4818e2e,0,0,0,0,0,0
537425126503fa68,0,0,0,0,0,0
537444bf6bd083bb,1,0,1,0,0,0
5375333b4cb49002,1,1,1,1,1,1
537538665f80961a,1,0,1,0,1,0
53755b3fccd12f10,1,1,1,1,1,1
5375a045fc9b8877,1,0,1,0,1,0
5375ef413e5246ae,0,0,0,0,0,0
537651cb3b80f685,0,0,0,0,0,0
5376da48a56f5c97,0,0,0,0,0,0
5376fe8e2828c30d,1,0,1,0,1,0
537789523542727f,1,0,1,0,1,0
537792eec9e19752,1,0,0,0,0,0
53779852650f9609,1,1,1,0,1,0
5377ef0348de0720,0,0,0,0,0,0
53783beacf24f8ae,0,0,0,0,0,0
5378bd537a3f849f,0,0,0,0,0,0
5378e24fb0135e2c,0,0,0,0,0,0
53798a524c045d7d,1,0,1,0,1,0
5379fb6e4f6e57aa,1,0,1,0,1,1
537a1908201f83c5,1,0,1,0,1,0
537a6713587a7af5,0,0,0,0,0,0
537aa5c5ea06e253,1,1,1,1,1,1
537b06947bd7b02c,1,1,1,1,1,1
537b2c7be2cc62ac,0,0,1,0,0,0
537b3ab95134bd4e,1,0,1,0,1,0
537c16cef9511b59,0,0,0,0,0,0
537c33b322729804,0,0,0,0,0,0
537c7ca40280eb8e,0,0,0,0,0,0
537caa64973efae9,1,1,1,1,1,1
537d0223e8ccee3e,1,0,1,0,1,0
537dafc1bd0ce4d7,0,0,0,0,0,0
537e244b5c21ef4a,0,0,0,0,0,0
537e244da0f8d184,1,1,1,1,1,1
537e4e51982422f4,0,0,0,0,0,0
537e7cc1fe62e8b8,1,0,0,0,0,0
537ed548f3ce02ff,0,0,0,0,0,0
53800273cc92d6d3,0,0,0,0,0,0
538021ccccc240fd,1,0,1,0,1,0
538139b5384b03f2,0,0,0,0,0,0
53816f47225f1e02,0,0,0,0,0,0
53818100a630781f,0,0,0,0,0,0
53826553e730bbc2,0,0,0,0,0,0
5382a1c2d0d812cd,1,0,1,0,1,0
5382e1a546a58ac4,0,0,0,0,0,0
53837f8562865c01,0,0,0,0,0,0
53838ab4d20c7fd9,0,0,0,0,0,0
5383d436d30d43f3,1,0,1,0,1,1
538419155293eaf8,0,0,0,0,0,0
53842dc12e7b5aed,0,0,0,0,0,0
53843122eb11e424,0,0,0,0,0,0
53843139c5898b15,1,1,1,1,1,1
5384ecc5c0b63358,1,0,0,0,0,0
53861f39452a0338,0,0,0,0,0,0
53865cc22dcd2efc,1,1,1,0,1,0
5386de46b0a93ac1,1,0,1,0,1,0
538717ccb82508cb,0,0,0,0,0,0
538749bb00f304fa,1,0,0,0,0,0
538758eb05f08b28,1,0,1,0,0,0
5388666b9579898a,0,0,0,0,0,0
5389007455756dad,0,0,0,0,0,0
53890b27fe68f04c,1,0,0,0,0,0
5389dc5796561b87,1,0,1,0,1,1
538a221a054664c8,0,0,0,0,0,0
538a423df99e2a6c,0,0,0,0,0,0
538a495349f70e7a,1,0,1,0,1,0
538a88e8b7458f9a,0,0,0,0,0,0
538b6ced2300ffbb,1,0,1,0,1,0
538c9460553b177b,1,0,0,0,0,0
538ca1d643b8d379,0,0,0,0,0,0
538d4035a17a8472,0,0,0,0,0,0
538ea2d9bde20e29,1,0,1,0,1,1
538f34fa27a2c092,0,0,0,0,0,0
53908a0a0175d443,0,0,0,0,0,0
5390ea56359b55b4,1,0,0,0,0,0
5390eec9b8b64ce9,1,0,0,0,0,0
5390f66be21f919a,1,0,0,0,0,0
5391461f5d26fb50,1,0,1,0,1,0
5391cc67cd1e3495,1,0,1,0,1,0
5391e1a6fc89828a,1,0,1,0,0,0
5391ff530a6e25ac,0,0,0,0,0,0
53921045c3ff0bdf,0,0,0,0,0,0
53923408892a0cb3,0,0,0,0,0,0
5392f0b8462771f4,1,0,0,0,0,0
53939e6c60d95c8e,1,0,1,0,0,0
5393c547656dc5ed,1,0,1,0,0,0
53951b123ab0c618,1,1,1,1,1,1
539574fbc99a4e93,0,0,0,0,0,0
5395e27587443558,1,0,1,0,1,1
5395f6909a1ab499,0,0,0,0,0,0
53966a921f9bdcc7,0,0,0,0,0,0
5397965f2665684f,1,0,0,0,0,0
5397c673fd9ab584,0,0,0,0,0,0
53980346d31ff263,0,0,0,0,0,0
539888755f9ef1f0,1,0,0,0,0,0
5398f83a38caf1dc,1,1,1,1,1,1
53997ba0192bd257,0,0,0,0,0,0
539984b6896c2e93,1,0,1,1,1,0
5399918a72401f81,0,0,1,0,0,0
539a17e30e5c91fd,0,0,0,0,0,0
539a2935dc526d9c,1,0,1,0,1,0
539a3dc7c943610f,0,0,1,0,0,0
539acbfd835b9bc1,1,0,1,0,0,0
539b000db1ac3083,1,0,1,0,1,0
539b022d79a584f4,0,0,0,0,0,0
539b5812bf7727f2,0,0,0,0,0,0
539b99c697fdb271,0,0,1,0,0,0
539bf9b683bde5b9,0,0,1,0,0,0
539c2dc6b12f23f4,1,0,1,0,1,1
539c5e1fb674319d,0,0,0,0,0,0
539cb8c275b476a1,0,0,0,0,0,0
539e1abab46445f1,0,0,0,0,0,0
539e1b191289e3e7,0,0,1,0,0,0
539ec8c8ec89438e,0,0,0,0,0,0
539eebc0337c9611,0,0,0,0,0,0
539f77f515c327d4,1,1,1,1,1,1
53a0492e155d9d00,0,0,0,0,0,0
53a062eb699c3b9c,1,0,1,0,1,0
53a0b064cb629faf,0,0,0,0,0,0
53a0d29a6e821973,1,0,0,0,0,0
53a106e2806697e3,1,0,1,0,1,0
53a1e1c2acf58dc5,0,0,0,0,0,0
53a2027119bf4d7e,0,0,0,0,0,0
53a224c7bf8d9bc5,0,0,0,0,0,0
53a32eb27888059a,0,0,0,0,0,0
53a3d7c6a3243427,0,0,0,0,0,0
53a3d7e629881ef7,1,0,0,0,0,0
53a44516b10f1b40,0,0,0,0,0,0
53a464b4c1c2fce9,1,0,0,0,0,0
53a47a682e1841a3,1,1,1,1,1,1
53a50d37933f5f28,1,1,1,1,1,1
53a5d939de39425c,0,0,0,0,0,0
53a62fb8e60456ff,0,0,0,0,0,0
53a735baba271048,1,0,1,0,1,0
53a7844ff2588d14,0,0,0,0,0,0
53a7bd278cce2cdf,0,0,0,0,0,0
53a7bd5e7dd9c5b0,1,1,1,0,1,1
53a7c9d8bb966883,0,0,0,0,0,0
53a860e3fce9f9eb,1,0,1,0,0,0
53a92d1d0db7dc74,0,0,0,0,0,0
53a97f3fb0cf1fac,1,0,1,0,1,0
53a996ac1a7c33c5,0,0,1,0,1,0
53ab5cecc7ff497c,0,0,0,0,0,0
53aba5a4dca6268f,0,0,0,0,0,0
53ac573e1d43b373,1,1,1,1,1,1
53ac8b98a15f8c21,0,0,0,0,0,0
53ad92da51ca770f,1,0,0,0,0,0
53ae5120a13148ae,1,0,1,0,1,0
53aea0665262a609,1,0,0,0,0,0
53aef591429e148b,0,0,0,0,0,0
53af6160288ac2a3,1,0,1,0,1,0
53afbba1b844f664,1,0,0,0,0,0
53b131d86fd365da,0,0,0,0,0,0
53b14d760ae22e5c,1,0,1,0,1,0
53b15ecc4490a592,1,0,1,0,1,0
53b34a0a25bf4a18,1,0,0,0,0,0
53b34c5fdd537deb,0,0,0,0,0,0
53b3c2059a34ce06,1,1,1,0,1,1
53b4327366b1e90f,0,0,0,0,0,0
53b445f49eceef0d,1,0,1,0,1,0
53b4b4659174be2d,0,0,0,0,0,0
53b4e8d297df4bee,1,0,1,0,1,0
53b4e995e78f775f,1,0,1,0,1,1
53b50179368cdc23,0,0,0,0,0,0
53b56631f00ccc1e,0,0,0,0,0,0
53b71ee89d084dd9,1,0,0,0,0,0
53b81475c828909e,0,0,0,0,0,0
53b82e85c5c48635,0,0,0,0,0,0
53b8bdc9a003cd9a,1,1,1,0,0,0
53b9252261ae3881,1,0,0,0,1,0
53b9929813829cd9,0,0,0,0,0,0
53b9e1aa5123503f,0,0,0,0,0,0
53ba171e885463e5,0,0,0,0,0,0
53ba1b49065dbbed,1,0,1,0,1,0
53ba26088e0b7744,0,0,0,0,0,0
53ba3bf4fd96f68e,0,0,0,0,0,0
53ba4d6b5cd12358,0,0,0,0,0,0
53ba8b13f20159c8,0,0,0,0,0,0
53ba917666998cb6,1,0,1,0,1,0
53bba4a6c6ebde89,0,0,0,0,0,0
53bc020bd1bdcc81,0,0,0,0,0,0
53bcb069d6fdb7d5,0,0,0,0,0,0
53bcf8953cab5af7,1,0,1,0,1,0
53bd3057a0f39b0c,0,0,0,0,0,0
53bd55ebf5deda2a,1,0,1,0,1,0
53bdd9c563019b70,0,0,0,0,0,0
53bde7231f369cf0,1,0,1,0,1,0
53be549d67efbb37,1,0,1,0,1,1
53be6a26d9a6286e,0,0,0,0,0,0
53be9a36926482be,1,1,1,0,1,0
53bf19d344344bff,0,0,0,0,0,0
53bfb15e7ffbb02c,0,0,0,0,0,0
53bfd3d6ef13afd6,1,0,1,0,1,1
53c01c42e2bbc71a,0,0,0,0,0,0
53c03431afcbe10e,1,0,1,0,0,0
53c0b2859618d148,0,0,0,0,0,0
53c1b9aa6c3b036a,0,0,0,0,0,0
53c1c2004f3e1066,0,0,0,0,0,0
53c1fbb727c1db83,1,0,1,0,1,1
53c296bcc84a0bb2,1,0,1,0,1,0
53c2d6e75ae06d76,1,1,1,0,1,1
53c2e78e4b1a574a,0,0,1,0,0,0
53c312de103dd765,0,0,0,0,0,0
53c31876b5700e2c,1,0,1,0,1,0
53c334465c8e6874,1,0,1,0,1,1
53c334ef40f1b6eb,0,0,0,0,0,0
53c35126f04282e3,1,0,1,0,1,0
53c3f1db4a49bd8d,1,0,1,0,1,0
53c42bb37f745384,1,1,1,1,1,1
53c436ab7d02f15f,0,0,0,0,0,0
53c43e248f36bbda,1,0,0,0,1,0
53c601c29563afea,0,0,0,0,0,0
53c65bb423ecfdad,1,0,1,0,1,0
53c6eaa84fcf8e15,0,0,0,0,0,0
53c6f687a9ae418b,0,0,0,0,0,0
53c7236aa47c60ad,0,0,0,0,0,0
53c8b032d510b4ae,0,0,0,0,0,0
53c8c5faea081c19,1,0,0,0,0,0
53c8df6069d68720,1,0,0,0,0,0
53c98fe1ee71c566,1,0,0,0,0,0
53ca019cd9076491,1,0,1,0,0,0
53ca6f0e2647ae09,0,0,0,0,0,0
53cac2a8c33e9d07,0,0,0,0,0,0
53cc32c1c8f3ac18,0,0,0,0,0,0
53cc9ccf49597fd9,1,0,1,0,1,0
53ccaf13866ebf16,1,0,0,0,0,0
53ccb69b4d487e2d,0,0,0,0,0,0
53cd86dc05fbd5a0,0,0,0,0,0,0
53cdbd6a76794644,0,0,0,0,0,0
53ce1084cbf1840e,0,0,0,0,0,0
53cf074ce4959215,0,0,0,0,0,0
53cf3149d316fe0c,1,1,1,0,1,1
53cf92920d816661,0,0,0,0,0,0
53cf933136b284e5,0,0,0,0,0,0
53cfdec94b57bd1f,1,0,0,0,0,0
53cfe2df26e08114,0,0,0,0,0,0
53cfe42a3820fa7f,1,0,0,0,0,0
53d004e8d3427574,1,0,0,0,1,0
53d039162b57686f,0,0,0,0,0,0
53d1323d4761b497,1,0,1,0,0,0
53d171e7c3a84900,1,0,1,0,0,0
53d1a75f16f44967,1,0,1,0,1,1
53d2d8754978f11e,1,0,1,0,1,0
53d3496a37596d1e,0,0,0,0,0,0
53d3a04d82685b6c,1,0,1,0,1,1
53d3c5850fe4c3b7,0,0,0,0,0,0
53d3ea52be60f051,1,0,1,0,1,0
53d3fab95e616331,1,1,1,1,1,1
53d4f9cf68251d1d,0,0,0,0,0,0
53d5d7ea4ed4dd5f,0,0,0,0,0,0
53d63cd5c77f261c,0,0,0,0,0,0
53d6c6151d463e5a,0,0,0,0,0,0
53d6e3aee1653391,0,0,0,0,0,0
53d6f87f3237f733,0,0,0,0,0,0
53d7b1606629a67c,0,0,0,0,0,0
53d7cb0866d98d4d,1,0,1,0,0,0
53d81b125b19f00e,1,1,1,0,1,1
53d8d5c694d0f281,0,0,0,0,0,0
53d90b4cf65286e8,0,0,0,0,0,0
53d94889b7dc0349,0,0,0,0,0,0
53da54d5fa79c188,0,0,0,0,0,0
53dad6f435ce4ed3,1,0,0,0,0,0
53dafd6e30a3c7b2,1,0,1,0,1,1
53db3d78fa901a9e,0,0,0,0,0,0
53db6db17432d3a1,1,0,1,0,0,0
53db81bcd0c03f15,0,0,0,0,0,0
53dcb874e1198369,0,0,0,0,0,0
53dd037993e0d39a,0,0,0,0,0,0
53ddda0872241bfe,1,0,1,0,1,0
53dee9ebb4a9ba52,1,0,1,0,1,1
53def2be31c51553,0,0,0,0,0,0
53df56acf5c48c06,1,0,0,0,0,0
53df7eea344e78a9,0,0,1,0,0,0
53df901310ee71a9,1,0,1,0,1,1
53e0076fba43acd8,1,0,1,0,1,0
53e045d0e1ca716d,1,1,1,0,1,1
53e0996c8c8d881c,1,0,0,0,0,0
53e0b0ab729b0474,1,0,0,0,0,0
53e12113cc9e69e0,1,0,0,0,0,0
53e2111f1ef6bbab,0,0,0,0,0,0
53e231e90cd817cd,1,0,1,0,1,0
53e28f1929ffcc25,1,0,1,0,1,0
53e2a3d5385a3b40,1,0,1,0,1,0
53e37c1d834618c3,1,0,1,0,1,0
53e397eb9bdacd12,0,0,0,0,0,0
53e3d81ca7b1c5d7,0,0,0,0,0,0
53e3e99f225c66dd,0,0,0,0,0,0
53e5162a78d18c08,1,0,1,0,1,1
53e5767b398b90f3,1,0,1,0,1,0
53e5acce25297d5e,0,0,0,0,0,0
53e5afbbf3208056,0,0,0,0,0,0
53e5fd3a36fdf222,0,0,0,0,0,0
53e669e4ff06e1b9,0,0,0,0,0,0
53e752180840fc2b,0,0,0,0,0,0
53e761a7b16e00f6,0,0,0,0,0,0
53e7924c3a5bbde1,1,0,1,0,1,0
53e7bf9aa3fb9598,0,0,0,0,0,0
53e7c284f387a0a3,0,0,0,0,0,0
53e7eb78d9cf0821,1,0,1,0,0,0
53e8d003caba056b,1,0,1,0,1,0
53e9964eea49cc1d,0,0,0,0,0,0
53ea163dbdd72289,1,0,1,0,1,0
53ea38eaec53ca3c,0,0,0,0,0,0
53ead7ff4545cb14,1,0,1,0,1,0
53eadc2e9e5e79db,0,0,0,0,0,0
53eb1d4e5d21a9ce,1,0,0,0,0,0
53eb602ff4999042,1,0,1,0,1,0
53ecf9f8ad98b3b5,1,0,0,0,0,0
53ed2002c55f2def,1,0,1,0,1,0
53ee7d824a01d7d5,0,0,0,0,0,0
53ef29438a0b2036,0,0,0,0,0,0
53f04aaf7b10b033,1,0,0,0,1,0
53f0ce45572d5e69,0,0,0,0,0,0
53f116367b54c35a,0,0,0,0,0,0
53f1271270828925,0,0,0,0,0,0
53f1303f4751e52e,0,0,0,0,0,0
53f1c2baf3b3013a,1,0,1,0,1,0
53f1d2d481bd09b8,0,0,0,0,0,0
53f21f9a26f85d1e,0,0,0,0,0,0
53f22528d19f4ad5,0,0,0,0,0,0
53f28297dc5fe39d,0,0,0,0,0,0
53f294702aa23b09,1,1,0,0,0,0
53f3483bdacd2704,0,0,0,0,0,0
53f4be1b41475842,1,0,1,0,0,0
53f53c8d3a6c3653,0,0,0,0,0,0
53f5e7ecca8a0d53,0,0,0,0,0,0
53f624613dfdf3da,1,1,1,0,1,1
53f7b9d5f87dd7ed,0,0,0,0,0,0
53f9d4dcb0a9d2e2,1,0,0,0,0,0
53f9e30c9ba636ca,1,0,1,0,0,0
53fa5e13c23729c1,0,0,0,0,0,0
53fa8ab4c299f59e,1,0,1,0,1,0
53fae196fcc082d8,0,0,0,0,0,0
53fb07b50882e663,0,0,0,0,0,0
53fb23004c128ed9,0,0,0,0,0,0
