id,toxic,sever_toxic,obscene,threat,y_insult,indentity_hate
d973c556f161b854,0,0,0,0,0,0
d973f2ab24505b83,1,1,1,0,1,1
d974913eef2843a1,1,0,1,0,1,0
d9749ab7229491e0,0,0,0,0,0,0
d975606ea8ca96e0,1,0,0,0,0,0
d9756bb48ebd94e7,1,0,0,0,0,0
d9764f921509c368,0,0,0,0,0,0
d97700c9bf6a8260,1,0,1,0,0,0
d977c9c63e3f94de,1,0,0,0,0,0
d97833316f86f1ec,0,0,0,0,0,0
d978351589da9ee8,1,0,0,0,0,0
d978ba6e5020cb9b,0,0,0,0,0,0
d978e38b4fb3eec5,1,0,1,0,1,0
d9792d59f5c70d15,0,0,0,0,0,0
d9793dfd2dbdc117,0,0,0,0,0,0
d979f99d3607ef2d,0,0,0,0,0,0
d97ad1741adfa5ce,0,0,0,0,0,0
d97adcf59f3759b8,1,0,0,0,0,0
d97c1c8fecff8052,0,0,0,0,0,0
d97c43f96f2f32fb,1,0,1,0,0,0
d97c647e58380513,0,0,0,0,0,0
d97c7230347b07a0,1,0,0,0,0,0
d97d7a5c1bee807c,1,0,1,0,1,0
d97d9c69aa52fecb,1,1,1,1,1,1
d97e74101cec931a,0,0,0,0,0,0
d97ef8b454c59cd5,1,0,0,0,0,0
d97f30b7711a88b5,1,0,0,0,1,0
d97ff170ad16d97f,1,0,0,0,1,0
d9804d3c2f32c0f8,1,0,0,0,0,0
d980cf4038239c00,0,0,0,0,0,0
d981a211cde19e0d,1,1,1,0,1,1
d982c252e9a6f14a,0,0,0,0,0,0
d98319f79a1951e6,1,0,0,0,0,0
d9832dffdb20b85e,0,0,0,0,0,0
d98345f9679eb4f8,1,0,1,0,1,0
d9836e25d089cab8,1,0,1,0,1,1
d984728e6686898a,0,0,0,0,0,0
d9847533a3ccfa78,0,0,0,0,0,0
d984d7deecc70bcb,1,1,1,0,1,1
d984fa9a2a834038,1,0,1,0,1,0
d985b6392de339fc,0,0,0,0,0,0
d985bf209657c126,1,0,1,0,1,0
d985e1a4e3c46a96,1,0,1,0,1,0
d9865a1f35ede4e9,0,0,0,0,0,0
d9874fc40707a3cd,0,0,0,0,0,0
d987668e35d75081,0,0,0,0,0,0
d98775ddb35e05f5,1,0,0,0,1,0
d987b0e645f89c75,0,0,0,0,0,0
d987cbe5dc5a80d6,0,0,0,0,0,0
d98809d2587ab3cc,0,0,0,0,0,0
d988874a350700ea,1,0,1,0,1,0
d988fdb657f38f36,1,0,1,0,1,0
d98a023c88879f36,0,0,0,0,0,0
d98a3519e2052bc9,1,0,1,0,1,0
d98aa223745238f4,1,0,1,0,1,0
d98aaddf5318bca4,0,0,0,0,0,0
d98b4619e7a7a7a1,0,0,0,0,0,0
d98b8c084a78e9d0,0,0,0,0,0,0
d98bd3b762040cc6,1,0,1,0,1,0
d98c115a0d025ec2,0,0,0,0,0,0
d98d05b028ddafbe,1,0,0,0,0,0
d98d13f85c149e57,1,1,1,0,1,1
d98dd5284f7ec377,0,0,0,0,0,0
d98ddf6fef80eb54,0,0,0,0,0,0
d98eb1fb0ba8fc80,0,0,0,0,0,0
d990d7a0034385c5,0,0,0,0,0,0
d9918b4ce2c27a93,0,0,0,0,0,0
d991969e1524c729,1,1,1,0,1,1
d991c1792f4ecafd,1,0,1,0,1,0
d992232a49aee027,0,0,0,0,0,0
d99271f1c9828435,0,0,0,0,0,0
d992da1144e4154b,0,0,0,0,0,0
d993d2dd42ed8445,1,1,1,1,1,1
d993fdc2f56f1fff,1,1,1,1,1,1
d99428fa619e6a76,1,0,1,0,0,0
d995f8fed8b8e9fd,0,0,0,0,0,0
d99624ece847b1c2,0,0,0,0,0,0
d996b0694323a5cd,1,1,1,1,1,0
d996c95d5fd14fc6,0,0,0,0,0,0
d997052d19ddf400,1,1,1,0,1,1
d9974dbbc344a2f9,0,0,0,0,0,0
d9978ec18b66ca50,1,0,0,0,0,0
d998719b94a91d9e,1,0,0,0,0,0
d9990d6cd0c08977,1,1,1,0,1,1
d99aacc117bed074,1,0,1,0,1,0
d99ad0b90aaa0837,0,0,0,0,0,0
d99b79fcaebf7b5d,0,0,0,0,0,0
d99c12839dcc8efa,0,0,0,0,0,0
d99c4101d374349d,0,0,0,0,0,0
d99c4371582f5805,1,0,1,0,1,0
d99c8be2ac122598,0,0,0,0,0,0
d99ca93ec483fc22,1,1,1,0,1,1
d99cd872cda433af,1,0,1,0,1,0
d99cfbc57edc2e38,1,0,1,0,1,0
d99d5cbe2ef637e2,1,0,0,0,0,0
d99d7b91e6164917,1,1,1,1,1,1
d99e9af20c36cf28,0,0,0,0,0,0
d99f0dab7312497a,0,0,0,0,0,0
d99f271daf4525fa,1,0,1,0,1,0
d99f62ba45b17247,0,0,0,0,0,0
d99faa6d6b80ed5c,1,1,1,1,1,1
d99fe49de5edce76,1,0,0,0,0,0
d9a02179d9082c61,1,0,0,0,0,0
d9a07de13dbc6aad,1,1,1,0,1,1
d9a0b0f4b9b0b031,1,0,1,0,1,0
d9a0db23cdb8ac0d,0,0,0,0,0,0
d9a1359067d775bb,0,0,0,0,0,0
d9a1751b5b8b8661,0,0,0,0,0,0
d9a2bda545a94073,1,0,1,0,1,0
d9a2c6bc93830ec0,1,0,0,0,1,0
d9a2e5cd499d76c1,1,1,1,0,1,1
d9a2e89104b94c48,1,0,0,0,0,0
d9a3a96d3bf26725,0,0,0,0,0,0
d9a3e64b5e50820a,0,0,0,0,0,0
d9a447f6905b8882,0,0,0,0,0,0
d9a4c89af9f330fa,1,0,1,0,1,1
d9a50ed9a0454aac,1,0,0,0,1,0
d9a5984ec912756b,1,0,0,0,0,0
d9a5a1c1660c9384,0,0,0,0,0,0
d9a64848764336cf,1,0,1,0,1,0
d9a6791dfe263b8b,0,0,0,0,0,0
d9a67bc50e919a82,1,0,0,0,0,0
d9a682d59f769812,0,0,0,0,0,0
d9a6ba8bc2c126aa,0,0,0,0,0,0
d9a6c8b9e336de6b,0,0,0,0,0,0
d9a7ada6ce3b377f,1,0,1,0,1,0
d9a832bef8aecf16,0,0,0,0,0,0
d9a8545019c36567,0,0,0,0,0,0
d9a895bee397eb01,0,0,0,0,0,0
d9a9410cf2f500e9,0,0,0,0,0,0
d9a942301149289b,0,0,0,0,0,0
d9a97b5065038559,1,0,0,0,0,0
d9a9aa0528038618,1,0,1,0,1,1
d9a9c59149ce2f74,1,1,1,1,1,1
d9aa6a865d86d807,0,0,0,0,0,0
d9aa8f021bc75342,0,0,0,0,0,0
d9aad4f8fbb1e3b3,0,0,0,0,0,0
d9aae690268e3901,0,0,0,0,0,0
d9ab6b886bbac6d0,0,0,0,0,0,0
d9ac87bb074009de,1,0,1,0,1,0
d9acacc9fccfdd26,1,0,1,0,0,0
d9acb95d93d1e9a3,0,0,0,0,0,0
d9acbaf9d4026588,0,0,0,0,0,0
d9ad70b32dfd65d5,0,0,0,0,0,0
d9ad7b5ae396729c,1,0,0,0,0,0
d9ad7f9fbb52bb4f,0,0,0,0,0,0
d9adab6ae053b120,1,1,1,1,1,1
d9adf3c3e7b92da3,0,0,0,0,0,0
d9ae013f219a5046,1,0,0,0,0,0
d9ae89a94140cece,1,0,1,0,1,0
d9ae8d0b2e56ba75,0,0,0,0,0,0
d9aeb46427daac24,1,0,1,0,1,1
d9af411b589321cf,0,0,0,0,0,0
d9af814b9c43adc7,1,0,0,0,0,0
d9afd3bfa9b0d686,1,0,0,0,0,0
d9b0032600128490,0,0,0,0,0,0
d9b07224d0e43381,0,0,0,0,0,0
d9b09cbb04e2066d,0,0,0,0,0,0
d9b09f01afc622ab,0,0,0,0,0,0
d9b0ba639a3820e2,0,0,0,0,0,0
d9b10591ac80854e,1,0,0,0,0,0
d9b26b3a2930bf41,0,0,0,0,0,0
d9b3000bc60201f8,0,0,0,0,0,0
d9b30588b7978f24,0,0,0,0,0,0
d9b30ddc487d8a3f,0,0,0,0,0,0
d9b35eaca838c924,1,1,1,1,1,1
d9b3a164a4e45f8a,1,0,0,0,1,0
d9b3c1541a90e8ff,0,0,0,0,0,0
d9b3feb52daf5107,0,0,0,0,0,0
d9b4165f04a4f71c,0,0,0,0,0,0
d9b418a4d001f7f0,0,0,0,0,0,0
d9b465a93460760b,0,0,0,0,0,0
d9b5acf4680f1b69,0,0,0,0,0,0
d9b5d63b4c170c3b,1,1,1,0,1,0
d9b5e8eeac188a66,1,0,0,0,0,0
d9b5f67a1c1b9fd0,0,0,0,0,0,0
d9b7ce3ccc1ec0bb,1,0,1,0,0,0
d9b83c3e94646d40,1,0,1,0,1,0
d9b89b1c3b5bed12,0,0,0,0,0,0
d9b8d5b50a0db26f,1,0,1,0,1,0
d9b8fd2393ae3310,0,0,0,0,0,0
d9b9532369a200df,0,0,0,0,0,0
d9b9689cff969360,1,1,1,1,1,1
d9b9f58938a2519d,0,0,0,0,0,0
d9ba42851013bc68,0,0,0,0,0,0
d9ba5c36bffc1dba,0,0,0,0,0,0
d9ba74efa9c0e3f6,1,1,1,1,1,1
d9bb177a2d821cbc,1,0,1,0,1,0
d9bb5d354a84b3ea,0,0,0,0,0,0
d9bb6598245442be,1,0,1,0,1,1
d9bba53360f2969f,1,1,1,1,1,0
d9bbe17321551c0f,0,0,0,0,0,0
d9bc292d81f9989a,1,0,0,0,0,0
d9bdcb1a6fc5d234,1,0,1,0,1,0
d9be258191e06344,0,0,0,0,0,0
d9c033ffc43d3c70,0,0,0,0,0,0
d9c06887d93be2b7,1,1,1,0,1,1
d9c068ba3b1603de,0,0,0,0,0,0
d9c13a11c84be90b,0,0,0,0,0,0
d9c16579f06a6011,1,0,1,0,1,0
d9c35952aa19839a,0,0,0,0,0,0
d9c3bf3b029805a4,0,0,0,0,0,0
d9c4118318e77143,1,0,1,0,1,0
d9c43d329764ed4b,0,0,0,0,0,0
d9c47dcfb2a7234d,1,0,1,0,1,0
d9c480fccd432efb,1,1,1,0,1,1
d9c4be797a10e6c4,0,0,0,0,0,0
d9c73a181b096d62,1,1,1,0,1,0
d9c7cf6949f35a4b,1,0,1,0,1,0
d9c80225e2d8adb1,0,0,0,0,0,0
d9c81bd6f187baaa,1,0,1,0,1,1
d9c8792de639cac2,1,0,1,0,1,0
d9c89b1e66b64a24,1,1,1,0,1,0
d9c8badba3109bb1,0,0,0,0,0,0
d9c8c89f31332c4c,1,0,1,0,1,0
d9c9b724f9aec32f,1,0,0,0,1,0
d9ca44df67826b27,0,0,0,0,0,0
d9caadcbde4fca57,1,1,1,1,1,1
d9cac68bc6fb182d,1,0,1,0,0,0
d9cb1f3932062762,0,0,0,0,0,0
d9cc0a14d2f408f9,0,0,0,0,0,0
d9cc2d0f078ff9b0,0,0,0,0,0,0
d9cc5956e7282fc5,0,0,0,0,0,0
d9cc95b2d8f2983d,0,0,0,0,0,0
d9ccd2b4b6704301,0,0,0,0,0,0
d9cd3339df289146,1,0,1,0,1,0
d9cd896f404e642c,0,0,0,0,0,0
d9ce372bc42d6ace,0,0,0,0,0,0
d9ce5765cfd55925,1,0,0,0,1,0
d9ce62810f585de7,1,0,0,0,0,0
d9cf55bc4e7b8cac,1,0,1,0,1,0
d9cf88585626598b,1,0,1,0,1,0
d9d03b6eca87be9d,0,0,0,0,0,0
d9d0fd5565edb161,0,0,0,0,0,0
d9d1428c669e58f2,0,0,0,0,0,0
d9d1817291abc9f4,1,0,0,0,0,0
d9d1a2edc3cfd46d,0,0,0,0,0,0
d9d243a2bede631e,1,0,0,0,0,0
d9d3473752af0345,1,0,0,0,0,0
d9d4ced1985bac48,0,0,0,0,0,0
d9d531853504ff24,0,0,0,0,0,0
d9d5d240e1f27ce3,1,0,0,0,0,0
d9d61c23755c6121,1,1,1,1,1,1
d9d62308f228ddf5,1,0,1,0,1,0
d9d6aa2d27d767d8,0,0,0,0,0,0
d9d72b8dfa3f89b7,0,0,0,0,0,0
d9d79fa8145df2aa,0,0,0,0,0,0
d9d8049d15f9a33f,0,0,0,0,0,0
d9d83551b7f726bc,0,0,0,0,0,0
d9d861c611582893,0,0,0,0,0,0
d9d8ea50a47cb451,1,0,1,0,1,0
d9d9b11be2378648,0,0,0,0,0,0
d9d9e96cae230daa,0,0,0,0,0,0
d9da045a864a0284,0,0,0,0,0,0
d9da0fd6b009f248,1,0,0,0,0,0
d9da982955a933d2,0,0,0,0,0,0
d9daf49860e3933f,0,0,0,0,0,0
d9dc54d9bb88ff20,1,0,0,0,0,0
d9dc85061253fed7,0,0,0,0,0,0
d9dd3f63c205f88f,1,0,1,0,1,1
d9de7e80826fce0c,1,1,1,0,1,1
d9de9ba8097208b0,0,0,0,0,0,0
d9df36a25f688b68,1,0,1,0,1,0
d9df8fa9a7c5fc1c,1,0,1,0,1,0
d9e0240fa5111d16,1,0,0,0,0,0
d9e0288139327100,0,0,0,0,0,0
d9e04836da5ccf86,0,0,0,0,0,0
d9e07618c3b9fb31,1,0,1,0,0,0
d9e1a3808e6349d4,0,0,0,0,0,0
d9e1b14342d738cb,1,0,0,0,0,0
d9e23f4d0c5735bb,1,1,1,0,1,1
d9e47562f54868ee,1,0,0,0,0,0
d9e49fb50e40531b,0,0,0,0,0,0
d9e4cb0e55e714d0,1,0,1,0,1,0
d9e5205828faaf8a,0,0,0,0,0,0
d9e5850d0c785c6f,0,0,0,0,0,0
d9e5d3bd4ab90f54,1,0,1,0,1,0
d9e66b069105eceb,1,0,0,0,0,0
d9e66f8f8fed026a,0,0,0,0,0,0
d9e6a5e3b2c87799,1,0,1,0,1,0
d9e6b2d19bb2915c,1,1,1,1,1,1
d9e6b3b3a3bb114d,0,0,0,0,0,0
d9e73b8146385f7d,0,0,0,0,0,0
d9e869a21a7e35e1,1,0,1,0,1,1
d9e872f1427773f8,0,0,0,0,0,0
d9e8d9a2881baeb5,0,0,0,0,0,0
d9e90793c1ee1c6d,0,0,0,0,0,0
d9e9a542012d63bf,1,0,0,0,0,0
d9e9dc7bf273d873,1,1,1,1,1,1
d9ea6006f96ee041,1,0,1,0,1,0
d9eaf7716bd85a63,0,0,0,0,0,0
d9eb508e5e59b7e5,1,0,1,0,1,0
d9eb7ea71c240814,1,0,1,0,1,0
d9ebe7b96cd8fe57,1,0,0,0,0,0
d9ec2bca0e7c3e05,0,0,0,0,0,0
d9ec4b68d09f676b,1,1,1,0,1,1
d9ecac336147a2cb,0,0,0,0,0,0
d9ece67d86d5c3a8,0,0,0,0,0,0
d9ecf2e3d2e88ac6,0,0,0,0,0,0
d9ecf9e24af74595,1,0,0,0,0,0
d9ed64725224bd0e,0,0,0,0,0,0
d9ed69ad369bdf93,1,0,1,0,1,1
d9ed90bf47d1d062,1,0,1,0,0,0
d9eda0c855fbca6a,0,0,0,0,0,0
d9edff0418550adc,0,0,0,0,0,0
d9ee27d2c11a390b,0,0,0,0,0,0
d9ef127b7fba8ab7,1,0,0,0,0,0
d9efd64eb5d12fcc,1,1,1,0,1,1
d9efe9dc52d61890,0,0,0,0,0,0
d9f0942f2ef59988,1,0,0,0,0,0
d9f10a463f29eefe,1,1,1,0,1,1
d9f12162ff829445,0,0,0,0,0,0
d9f141343a88826d,0,0,0,0,0,0
d9f28aec8393ea2a,0,0,0,0,0,0
d9f2912fc671c1ea,0,0,0,0,0,0
d9f2c5e8bd1767a5,1,0,1,0,1,1
d9f2e3524961c695,0,0,0,0,0,0
d9f2f1257fde67ea,1,1,1,1,1,1
d9f316b76de83e18,1,0,1,0,1,0
d9f328695e13c3ee,0,0,0,0,0,0
d9f32a905b15f3ee,1,0,0,0,0,0
d9f35c57d74d6ddf,0,0,0,0,0,0
d9f3e497a0ca5d7c,1,0,1,0,1,0
d9f3e49afba37ef2,0,0,0,0,0,0
d9f41e135fa08d4a,0,0,0,0,0,0
d9f4c0c292afb5fb,1,0,1,0,1,0
d9f50570f5192deb,1,0,1,0,0,0
d9f55511f2f037a4,0,0,0,0,0,0
d9f60037b709db3f,0,0,0,0,0,0
d9f67f9e8a9e487a,0,0,0,0,0,0
d9f6efa755a7fdfd,0,0,0,0,0,0
d9f75cba6b446864,1,0,1,0,1,0
d9f787a3e1630383,0,0,0,0,0,0
d9f7b2eaee6f0d70,1,0,1,0,1,1
d9f7d0af401bc1d6,1,1,1,1,1,1
d9f7fd4ca9311a91,1,0,1,0,1,0
d9f8594e03cfe35d,1,0,1,0,0,0
d9f977debba1c2e5,0,0,0,0,0,0
d9f9a336f9c792bb,1,0,1,0,0,0
d9f9a81943ffa738,0,0,0,0,0,0
d9fa131acea35342,1,0,1,0,1,0
d9fad39fbcd80898,0,0,0,0,0,0
d9fb2e712ec2e2ce,1,0,1,0,1,0
d9fb7799e075358a,1,1,1,1,1,1
d9fc67036ba4b955,1,1,1,0,1,1
d9fd5b6ce0e618ce,0,0,0,0,0,0
d9fd61872c4094bb,1,0,1,0,1,0
d9fd99201850d051,0,0,0,0,0,0
d9fe26a8852c1bb0,1,0,0,0,0,0
d9fe865c8ee6026f,1,1,1,1,1,1
d9fefcc623185d43,1,1,1,0,1,1
d9ff7e6ff774e2d5,0,0,0,0,0,0
d9ffdfd0aa7d0ec3,0,0,0,0,0,0
da00047a906ae6cc,0,0,0,0,0,0
da002fd53ed19455,1,1,1,1,1,1
da0060e6251a5107,1,0,0,0,0,0
da00fd9dd14d2318,1,0,1,0,1,1
da0107e768c7125d,1,1,1,0,1,0
da0150f03e573f11,0,0,0,0,0,0
da015c3889573995,1,0,1,0,1,0
da01cfaad9046751,0,0,1,0,0,0
da022edb3e57a27b,1,1,1,0,1,1
da029a272b20108f,1,0,1,0,1,0
da0406727e68b4cc,0,0,0,0,0,0
da04653a95c2fe50,0,0,0,0,0,0
da04a9689ddb5578,1,0,1,0,1,0
da04f24de42ddbbb,1,0,1,0,1,1
da054313fb939efd,1,0,0,0,0,0
da0562bba7f25251,0,0,0,0,0,0
da05683946cc0dd7,0,0,0,0,0,0
da05a5311f9bc589,1,0,1,0,1,0
da07cdb0268d352e,0,0,0,0,0,0
da081bebe9ddcbab,0,0,0,0,0,0
da087eb145b19429,0,0,0,0,0,0
da08a6d411c3d856,0,0,0,0,0,0
da093e5b86c8783d,0,0,0,0,0,0
da0ad246b8e0ac3b,1,0,1,0,1,0
da0af2102c1d733f,0,0,0,0,0,0
da0b1230a5569c2b,1,0,0,0,0,0
da0b2fc67cb1811a,0,0,0,0,0,0
da0c3179b4f1f40a,0,0,0,0,0,0
da0c5e39c0bae198,1,0,0,0,0,0
da0c8d8f4c2c6130,1,0,0,0,0,0
da0cca4d7792129b,0,0,0,0,0,0
da0d1c08726576f6,0,0,0,0,0,0
da0da08ef6c60741,0,0,0,0,0,0
da0dc76dc9acfdeb,0,0,0,0,0,0
da0e72d9f17629eb,1,0,0,0,0,0
da0ec3f9af3508e9,0,0,0,0,0,0
da0ec40dde8b446c,0,0,0,0,0,0
da0ee1fdd7a63dbe,1,1,1,1,1,1
da0f0891cf887279,1,0,1,1,1,0
da0f3327162a237e,1,0,1,0,0,0
da0f4d236bfee66e,1,0,1,0,1,0
da0fd435d7d15fcd,0,0,0,0,0,0
da0fe069debf19ad,0,0,0,0,0,0
da101464e79a36f4,1,1,1,0,1,0
da1024914bc5c271,1,0,1,0,1,0
da1036b7d9a5289e,0,0,0,0,0,0
da10fe8e03afb83a,1,0,1,0,1,0
da1268b4d739609c,1,0,0,0,1,0
da12765ccfff5b20,1,0,1,0,1,0
da128c717a05f662,0,0,0,0,0,0
da130effe6c05b16,1,0,0,0,0,0
da14b2a3ef1f3ace,0,0,0,0,0,0
da14d4125c83dc94,0,0,0,0,0,0
da165fa708efe9d8,0,0,0,0,0,0
da16ce19e79f8dfc,0,0,0,0,0,0
da170d909c90e9a4,0,0,0,0,0,0
da17ab6db3070442,1,0,1,0,1,0
da17d525c9bfa263,0,0,0,0,0,0
da17e1357757441e,1,1,1,1,1,1
da186aea72d39666,1,0,1,0,1,1
da18802c05480f6f,1,1,1,1,1,1
da18c80ec69deee8,0,0,0,0,0,0
da19065fbf795fa3,0,0,0,0,0,0
da1969021dd1b890,1,0,1,0,1,1
da1a147db40cd87c,1,0,0,0,0,0
da1ad62824ff22b8,1,1,1,1,1,1
da1ae2ed9647425f,1,0,0,0,0,0
da1bec77c50915cd,1,0,1,0,0,0
da1c6383cbc51b08,1,0,0,0,0,0
da1d026a248b9e83,0,0,0,0,0,0
da1e0eff873217ed,0,0,0,0,0,0
da1e472bf56743aa,0,0,0,0,0,0
da1e65c17ad77216,0,0,0,0,0,0
da1ec0111b3fad16,0,0,0,0,0,0
da1ecafac0b60aed,0,0,0,0,0,0
da1f4bf75de42e97,0,0,0,0,0,0
da2039f37f225622,0,0,0,0,0,0
da20922ae5efb6ed,0,0,0,0,0,0
da20a3505c993bb4,0,0,0,0,0,0
da21809c34739fe3,0,0,0,0,0,0
da220b269a922779,1,0,1,0,1,0
da22348f91245d0a,0,0,1,0,1,0
da223e53f7097ea6,0,0,0,0,0,0
da22a9eefee260ab,0,0,0,0,1,0
da22dd2c1a462d7d,1,0,0,0,0,0
da238e2cd6772ba4,1,0,0,0,1,0
da2391d1f25cfe02,0,0,0,0,0,0
da239f8c103de0b9,1,0,1,0,1,0
da246647f088302a,0,0,0,0,0,0
da250096be215789,1,0,1,0,1,1
da25e5b674555c3e,1,1,1,0,1,0
da2658e988b9ae73,1,0,1,0,1,1
da27524648aff3d1,1,0,1,0,1,0
da27f6eebe241bf7,1,0,1,0,1,0
da2801dece4e3ee3,1,0,1,0,1,0
da2a7350c6f62499,1,0,1,0,1,0
da2a93cd7c07f56f,0,0,0,0,0,0
da2b50d9d2fa515f,1,0,1,0,1,0
da2be41953a42c07,0,0,0,0,0,0
da2bf7d19bbd6204,1,0,0,0,0,0
da2c66f940a23ffd,1,1,1,1,1,1
da2c99a2070757fe,0,0,0,0,0,0
da2cac1b7acef6b3,0,0,0,0,0,0
da2cd32c1568d846,0,0,0,0,0,0
da2e7aaed70b5c8b,1,0,1,0,1,1
da2f62627812cd2c,0,0,0,0,0,0
da2fa4a31a904325,0,0,0,0,0,0
da300f720bb67a1b,0,0,0,0,0,0
da31020f84d120d1,0,0,0,0,0,0
da3173ea104ccc2d,1,0,0,0,0,0
da31df36f3892060,0,0,0,0,0,0
da32518234209259,0,0,0,0,0,0
da32bc3b9d72454d,1,1,1,1,1,1
da331e8df83914c9,0,0,0,0,0,0
da332bd33147444a,0,0,0,0,0,0
da33604279bfb346,0,0,0,0,0,0
da33633adab1f5a0,1,0,1,0,1,1
da34564b066c5b80,1,0,1,0,0,0
da34d703c8a6a8e6,1,0,0,0,0,0
da35077913b80af2,1,0,1,0,0,0
da35435e8dcc185d,1,0,1,0,1,0
da36b40b65668c45,0,0,0,0,0,0
da36d75afa30dc2f,1,0,0,0,1,1
da36e11d0d717e05,1,0,1,0,1,0
